Date,Income/Expenses,Category,Memo,Amount
2020-01-23,Expenses,Food,"Mc.Muffin @Mc.Donald's, Terminal 4, Changi",-7.8
2020-01-21,Expenses,Food,"Noodle @Kampoeng, SIM, Clementi",-4.5
2020-01-21,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.4
2020-01-20,Expenses,Drinks,"Pocari Sweat @Cold Storage, Takashimaya, Orchard",-1.3
2020-01-20,Expenses,Gift,,-27.2
2020-01-20,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.3
2020-01-20,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.5
2020-01-19,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-10.4
2020-01-18,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-9
2020-01-18,Expenses,Entertainment,Top Up Steam Wallet,-16
2020-01-17,Expenses,Gift,,-12.3
2020-01-17,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-5.5
2020-01-17,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.3
2020-01-17,Expenses,Dessert,"Mc Flurry @Mc.Donald's, Clementi",-1.6
2020-01-17,Expenses,Body Care,Shampoo,-2.8
2020-01-16,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.2
2020-01-16,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.3
2020-01-15,Expenses,Drinks,"Bubble Tea @Koi, Westgate, Jurong East",-1.6
2020-01-15,Expenses,Food,"Chicken @Jollibee, Jurong East",-8
2020-01-15,Expenses,Drinks,"Mineral Water @Fairprice Finest, JEM, Jurong East",-0.8
2020-01-15,Expenses,Snacks,"Gyoza @Don Donki, JEM, Jurong East",-2
2020-01-15,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.3
2020-01-14,Expenses,Food,"Noodle @Kampoeng, SIM, Clementi",-4.5
2020-01-14,Expenses,Drinks,"Drinks @Cold Storage, Holland Village",-7.4
2020-01-14,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.7
2020-01-13,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.3
2020-01-13,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.8
2020-01-12,Expenses,Food,Mixed Rice @Clementi,-9.6
2020-01-11,Expenses,Food,"Buttermilk @Mc.Donald's, Clementi",-12.6
2020-01-10,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.3
2020-01-10,Income,Cash Withdrawal,,200
2020-01-10,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-3.8
2020-01-10,Expenses,Telephone,Top Up Singtel Card,-10
2020-01-09,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.7
2020-01-09,Expenses,Food,"Noodle @Kampoeng, SIM, Clementi",-5
2020-01-08,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.3
2020-01-08,Expenses,Movies,"Spies in Disguise @We Cinema, 321 Clementi, Clementi",-7
2020-01-08,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-3.8
2020-01-07,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.7
2020-01-07,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.6
2020-01-06,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-3.8
2020-01-06,Expenses,Food,"Noodles @Kampoeng, SIM, Clementi",-4.5
2020-01-05,Expenses,Food,"Japanese Food @Cook House, JEM, Jurong East",-6.5
2020-01-05,Expenses,Drinks,"Chocolate + Green Tea @Coffee Bean &Tea Leaf, JEM, Jurong East",-7
2020-01-05,Expenses,Food,Mixed Rice @Clementi,-3
2020-01-04,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-7.9
2020-01-03,Expenses,Transportation,Top Up Ezlink Card,-50
2020-01-03,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.2
2020-01-03,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-5.6
2020-01-02,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.3
2020-01-02,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.2
2020-01-01,Expenses,Drinks,"Pocari Sweat + Mineral Water @Cold Storage, Ulu Pandan",-1.5
2020-01-01,Expenses,Drinks,"Peachy Crystal @R&B, Shoppes at Marina Bay, Bayfront",-2.3
2020-01-01,Expenses,Food,"Buritto Bowl @Guzman y Gomez, Orchard Central, Orchard",-14.8
2020-01-01,Expenses,Entertainment,"Disney: Magic of Animation Entry Ticket @ArtScience Museum, Bayfront",-14
2020-01-01,Expenses,Food,"Tandoori Chicken @Kamala, Little India",-8.5
2020-01-01,Income,Balance from Previous Month,January's Balance,307.9
2019-12-31,Expenses,Food,"Mini Wok @Cook House, Marina Square, Esplanade",-6.3
2019-12-31,Expenses,Fruits,"Juice @Boost Juice Bar, Bugis Junction, Bugis",-3
2019-12-31,Expenses,Food,"Mixed Rice @Foodfare, Clementi Mall, Clementi",-5
2019-12-30,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-4.5
2019-12-30,Expenses,Food,"Drumstick Bap @Jinjja, Terminal 2, Changi",-11
2019-12-29,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-8.6
2019-12-28,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-8.6
2019-12-27,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-8.6
2019-12-26,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-8.6
2019-12-25,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-8.2
2019-12-25,Expenses,Body Care,"Dove Body Wash @Fairprice Finest, Clementi Mall, Clementi",-11.2
2019-12-25,Expenses,Transportation,Grab from Clementi to Changi,-12
2019-12-24,Expenses,Drinks,"Bubble Tea @Koi, Clementi",-1.8
2019-12-24,Expenses,Food,"Mixed Rice @Foodfare, Clementi Mall, Clementi",-5
2019-12-24,Expenses,Dessert,"Muffin @Coffee Bean & Tea Leaf, Holland Village",-2.2
2019-12-24,Expenses,Dessert,"Cheese Cake @Coffee Bean & Tea Leaf, Holland Village",-3.3
2019-12-24,Expenses,Drinks,"Chocolate @Coffee Bean & Tea Leaf, Holland Village",-4.5
2019-12-24,Expenses,Food,"Mixed Rice @Foodfare, Clementi Mall, Clementi",-5
2019-12-23,Expenses,Dessert,"Ice Cream Lava Cookies @KOOKS Creamery, Cathay, Dhoby Ghaut",-4.4
2019-12-23,Expenses,Movies,"Jumanji 2 @Cathay, Dhoby Ghaut",-12.3
2019-12-23,Expenses,Food,"Korean BBQ @I'm Kim, Dhoby Ghaut",-15.1
2019-12-22,Expenses,Food,"Mixed Rice @Foodfare, Clementi Mall, Clementi",-4.4
2019-12-22,Expenses,Drinks,"Earl Grey Tea @Coffee Bean & Tea Leaf, Wisma Atria, Orchard",-4
2019-12-22,Expenses,Dessert,"Pancake @Belle-Ville, Bugis Junction, Bugis",-5.2
2019-12-22,Expenses,Food,"Mixed Rice @Foodfare, Clementi Mall, Clementi",-4.4
2019-12-22,Expenses,Snacks,"Cheese Biscuit @Tokyo Milk Cheese Factory, ION Orchard, Orchard",-5.7
2019-12-21,Income,Cash Withdrawal,,300
2019-12-21,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-9.4
2019-12-20,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.5
2019-12-20,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.7
2019-12-20,Expenses,Others,,-47
2019-12-19,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.2
2019-12-19,Expenses,Food,"Noodle @Kampoeng, SIM, Clementi",-4.5
2019-12-18,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-5
2019-12-18,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-3.8
2019-12-17,Expenses,Food,"Mc. Spicy + Cheeseburger @Mc.Donald's, Buona Vista",-7
2019-12-16,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-5.2
2019-12-16,Expenses,Drinks,"Chocolate @Coffee Bean & Tea Leaf, Ngee Ann Polytechnic, Clementi",-2.5
2019-12-16,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.4
2019-12-15,Expenses,Food,"Chicken Wings @Wing Stop, Vivocity, Harbourfront",-13.5
2019-12-15,Expenses,Dessert,"Ice Cream @Häagen Dazs, Gardens by the Bay, Bayfront",-6.4
2019-12-15,Expenses,Food,"Mixed Rice @Foodfare, Clementi Mall, Clementi",-5
2019-12-14,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-4.5
2019-12-14,Expenses,Gift,,-2.3
2019-12-14,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.3
2019-12-13,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-4.8
2019-12-13,Expenses,Gift,,-28.4
2019-12-13,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.4
2019-12-12,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.2
2019-12-12,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.7
2019-12-12,Expenses,Stationary,"Blue Pen @Popular Bookstore, SIM, Clementi",-1.5
2019-12-11,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-5
2019-12-11,Expenses,Electronics,Headset Stand,-8.4
2019-12-11,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.4
2019-12-10,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.4
2019-12-10,Expenses,Food,"Spaghetti Aglio Olio @Privé, Asian Civilization Museum, Raffles Place",-25
2019-12-09,Expenses,Movies,"Knives Out @We Cinema, 321 Clementi, Clementi",-9.5
2019-12-09,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.1
2019-12-09,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.7
2019-12-08,Expenses,Transportation,Top Up Ezlink Card,-50
2019-12-08,Income,Cash Withdrawal,,300
2019-12-08,Expenses,Drinks,"Bubble Tea @Koi, Ngee An City, Orchard",-2.4
2019-12-08,Expenses,Food,"Chicken Rice Box @4 Fingers, ION Orchard, Orchard",-9.2
2019-12-08,Expenses,Clothing,"Black Shirt @Uniqlo, ION Orchard, Orchard",-29.9
2019-12-08,Expenses,Food,"Mixed Rice @Foodfare, Clementi Mall, Clementi",-5
2019-12-07,Expenses,Food,"Angus Mushroom @Mc.Donald's, Clementi",-8
2019-12-06,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.7
2019-12-06,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.4
2019-12-05,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.2
2019-12-05,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.2
2019-12-04,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-5.3
2019-12-04,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.2
2019-12-03,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.7
2019-12-03,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-5
2019-12-02,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.7
2019-12-02,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.8
2019-12-01,Expenses,Food,"Mixed Rice @Foodfare, Clementi Mall, Clementi",-5
2019-12-01,Income,Balance from Previous Month,November's Balance,288.2
2019-11-30,Income,Cash Withdrawal,,100
2019-11-30,Expenses,Education,Udemy Online Course Purchase,-33.9
2019-11-30,Expenses,Food,"Mixed Rice @Food Fare, Clementi",-9.1
2019-11-29,Expenses,Food,"Chicken Rice Box @4 Fingers, ION Orchard, Orchard",-10.4
2019-11-29,Expenses,Home,AC Service Charge,-30
2019-11-29,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.4
2019-11-28,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.7
2019-11-28,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.4
2019-11-27,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.7
2019-11-27,Expenses,Drinks,"Vanilla Latte + Java Chip @Starbucks, SIM, Clementi",-4.5
2019-11-27,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.8
2019-11-26,Expenses,Food,"Chicken Popcorn @Kampoeng, SIM, Clementi",-4.5
2019-11-26,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.2
2019-11-25,Expenses,Gift,,-14.1
2019-11-25,Expenses,Food,"Burrito @Guzman Y Gomez, 313 Somerset, Somerset",-13.8
2019-11-25,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.7
2019-11-25,Expenses,Fruits,"Juice @Cold Storage Jelita, Ulu Pandan",-1.6
2019-11-25,Expenses,Groceries,"Milk @Cold Storage Jelita, Ulu Pandan",-5.9
2019-11-24,Expenses,Fruits,"Watermelon & Honeydew Juice @Food Republic, Westgate, Jurong East",-2.8
2019-11-24,Expenses,Drinks,"Thai Tea @Artbox 2019, Kranji",-2
2019-11-24,Expenses,Snacks,"Twisted Potato @Artbox 2019, Kranji",-2
2019-11-24,Expenses,Snacks,"Chicken Chop @Artbox 2019, Kranji",-2.5
2019-11-24,Expenses,Snacks,"Snacks @Foodfare, Clementi Mall, Clementi",-2.7
2019-11-24,Expenses,Drinks,"Bubble Tea @Koi, Clementi",-1.8
2019-11-23,Expenses,Food,"Double Mc. Spicy @Mc. Donald's, Clementi",-10
2019-11-22,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.7
2019-11-21,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.3
2019-11-21,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.4
2019-11-20,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.2
2019-11-20,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.7
2019-11-19,Income,Cash Withdrawal,,200
2019-11-19,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-5
2019-11-19,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.7
2019-11-18,Expenses,Stationary,"Blue Pen @Popular Bookstore, SIM, Clementi",-1.5
2019-11-18,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-5.5
2019-11-18,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.7
2019-11-17,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-9.1
2019-11-16,Expenses,Transportation,Top Up Ezlink Card,-50
2019-11-16,Expenses,Food,"Chicken Bap @Jinjja, Clementi Mall, Clementi",-10
2019-11-15,Expenses,Drinks,"Bubble Tea @Koi, Westgate, Jurong East",-2.5
2019-11-15,Expenses,Movies,"Charlie's Angels @Shaw Theatre, J-Cube, Jurong East",-10
2019-11-15,Expenses,Food,"Dim Sum @Tim Ho Wan, Westgate, Jurong East",-6.5
2019-11-15,Expenses,Food,"Pizza @Pizza Hut, Westgate, Jurong East",-7.5
2019-11-15,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.7
2019-11-14,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.7
2019-11-14,Expenses,Haircut,"Haircut @Sunset Way, Clementi",-10
2019-11-14,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-5
2019-11-13,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-3.8
2019-11-13,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.7
2019-11-13,Expenses,Entertainment,Minecraft,-37
2019-11-12,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.7
2019-11-12,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-5
2019-11-11,Expenses,Groceries,"Milk @Cold Storage Jelita, Ulu Pandan",-5.9
2019-11-11,Expenses,Gift,,-2.5
2019-11-11,Expenses,Body Care,"Toothpaste + Face Wash @Cold Storage Jelita, Ulu Pandan",-20.8
2019-11-11,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-5.5
2019-11-11,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-3.8
2019-11-10,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-9.9
2019-11-09,Income,Cash Withdrawal,,300
2019-11-09,Expenses,Food,"Double Mc.Spicy @Mc.Donald's, Clementi",-10.9
2019-11-08,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.2
2019-11-08,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.3
2019-11-07,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.7
2019-11-07,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4
2019-11-06,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-5
2019-11-06,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.7
2019-11-05,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-3.8
2019-11-05,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.7
2019-11-04,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.7
2019-11-04,Expenses,Shopping,"Umbrella @Miniso, Clementi Mall, Clementi",-7
2019-11-04,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-5.1
2019-11-03,Expenses,Drinks,"Bubble Tea @Koi, ION Orchard, Orchard",-2.5
2019-11-03,Expenses,Food,"Mixed Rice @Food Opera, ION Orchard, Orchard",-6
2019-11-03,Expenses,Food,"Mixed Rice @Foodfare, Clementi Mall, Clementi",-5
2019-11-02,Expenses,Telephone,Top Up Singtel SIM Card,-10
2019-11-02,Expenses,Gift,,-15
2019-11-02,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-8.6
2019-11-01,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-5
2019-11-01,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-3.8
2019-11-01,Income,Balance from Previous Month,October's Balance,258
2019-10-31,Expenses,Food,"Mala @Ngee Ann Polytechnic, Clementi",-6.3
2019-10-31,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.7
2019-10-30,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.7
2019-10-30,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-3.8
2019-10-29,Expenses,Gift,,-14.7
2019-10-29,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-5
2019-10-29,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-5.1
2019-10-28,Expenses,Drinks,"Tea @Coffee Bean & Tea Leaf, Holland Village",-4.4
2019-10-28,Expenses,Food,"Japanese Food @Cook House, JEM, Jurong East",-6.5
2019-10-28,Expenses,Food,"Mixed Rice @Foodfare, Clementi Mall, Clementi",-5
2019-10-27,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-5
2019-10-27,Expenses,Drinks,"Chocolate @Coffee Bean & Tea Leaf, JEM, Jurong East",-4.5
2019-10-27,Expenses,Food,"Mixed Rice @Foodfare, Clementi Mall, Clementi",-4.4
2019-10-26,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-8.2
2019-10-25,Expenses,Drinks,"Bubble Tea @Koi, ION Orchard, Orchard",-2.5
2019-10-25,Expenses,Food,"Ricebox @4-Fingers, ION Orchard, Orchard",-9.5
2019-10-25,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.7
2019-10-24,Expenses,Food,"Curry Rice @Kampung, SIM, Clementi",-6
2019-10-24,Expenses,Transportation,Top Up Ezlink Card,-50
2019-10-24,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.7
2019-10-23,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.7
2019-10-23,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.6
2019-10-23,Income,Cash Withdrawal,,200
2019-10-22,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-5.5
2019-10-22,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.2
2019-10-21,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.2
2019-10-21,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.2
2019-10-20,Expenses,Food,"Ramen @Ramen-Nagi, Suntec City, Esplanade",-38.5
2019-10-20,Expenses,Gift,,-8.5
2019-10-19,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-5
2019-10-18,Expenses,Snacks,"Popcorn @We Cinema, 321 Clementi, Clementi",-2.5
2019-10-18,Expenses,Groceries,"Groceries @Fairprice Finest, Clementi Mall, Clementi",-19.6
2019-10-18,Expenses,Food,"Western Food @Saizeriya, 321 Clementi, Clementi",-11.8
2019-10-18,Expenses,Movies,"Maleficent 2 @We Cinema, 321 Clementi, Clementi",-7
2019-10-18,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-5
2019-10-17,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.2
2019-10-17,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-5
2019-10-16,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-5
2019-10-16,Income,Cash Withdrawal,,200
2019-10-16,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.7
2019-10-15,Expenses,Drinks,"Earl Grey Milk Tea @Milksha, Funan, Fort Canning",-2.3
2019-10-15,Expenses,Food,"Burito @Guzman Y Gomez, Funan, Fort Canning",-13.8
2019-10-15,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.7
2019-10-14,Expenses,Drinks,"Peachy Crystal @R&B, JEM, Jurong East",-2
2019-10-14,Expenses,Food,"Japanese Food @Cook House, JEM, Jurong East",-6.5
2019-10-14,Expenses,Body Care,"Wet Tissue @Guardian, JEM, Jurong East",-3
2019-10-14,Expenses,Clothing,"T-Shirt @Cotton On, JEM, Jurong East",-10
2019-10-14,Expenses,Drinks,"Mineral Water @Fairprice Xtra, JEM, Jurong East",-0.7
2019-10-14,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.7
2019-10-13,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-9.6
2019-10-12,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-8.2
2019-10-11,Expenses,Gift,,-9
2019-10-11,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-5.2
2019-10-11,Expenses,Food,"Buttermilk @Mc. Donald's, Jurong Point, Boon Lay",-8.6
2019-10-10,Expenses,Drinks,"Thai Tea @ChaTraMue, Star Vista, Buona Vista",-1.5
2019-10-10,Expenses,Food,"Soup @Kampung, SIM, Clementi",-4.5
2019-10-10,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.7
2019-10-09,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-5
2019-10-09,Expenses,Gift,,-10
2019-10-09,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.7
2019-10-08,Expenses,Groceries,"Milk @Fairprice Finest, Clementi Mall, Clementi",-5.8
2019-10-08,Expenses,Gift,,-37.2
2019-10-08,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-5
2019-10-08,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.7
2019-10-08,Income,Cash Withdrawal,,200
2019-10-07,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.2
2019-10-07,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.3
2019-10-06,Expenses,Food,"Mixed Rice @Food Republic, Westgate, Jurong East",-8.3
2019-10-06,Expenses,Drinks,"Bubble Tea @Koi, Westgate, Jurong East",-1.8
2019-10-06,Expenses,Food,"Mixed Rice @Foodfare, Clementi Mall, Clementi",-5
2019-10-05,Expenses,Shopping,"Super Glue @Popular Book Store, Clementi Mall, Clementi",-3.8
2019-10-05,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-9
2019-10-04,Expenses,Food,"Rissotto @Saizeriya, 321 Clementi, Clementi",-8
2019-10-04,Expenses,Movies,"Joker @We Cinema, 321 Clementi, Clementi",-8
2019-10-04,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-5
2019-10-03,Expenses,Drinks,"Bubble Tea @Koi, Clementi",-1.8
2019-10-03,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-5
2019-10-03,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.7
2019-10-02,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-3.8
2019-10-02,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.7
2019-10-01,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.3
2019-10-01,Income,Balance from Previous Month,September's Balance,220
2019-10-01,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-5
2019-09-30,Expenses,Food,"Burger @Jinjja Chicken, Clementi Mall, Clementi",-11.7
2019-09-30,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.7
2019-09-29,Expenses,Food,"Japanese Food @Cook House, JEM, Jurong East",-6.5
2019-09-29,Expenses,Drinks,"Chocolate @Coffee Bean & Tea Leaf, JEM, Jurong East",-4.5
2019-09-29,Expenses,Food,"Mixed Rice @Foodfare, Clementi Mall, Clementi",-5
2019-09-28,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-5
2019-09-27,Expenses,Food,"Burger @Mc. Donald's, Clementi",-12
2019-09-27,Expenses,Food,"Nasi Padang @Food Clique, SIM, Clementi",-4.5
2019-09-27,Expenses,Transportation,Top Up Ezlink Card,-50
2019-09-26,Expenses,Food,"Mala Hot Soup @Ngee Ann Polytechnic, Clementi",-4.6
2019-09-26,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.3
2019-09-25,Income,Cash Withdrawal,,200
2019-09-25,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-5
2019-09-25,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.7
2019-09-24,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.6
2019-09-24,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.6
2019-09-23,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.2
2019-09-23,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-3.7
2019-09-22,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-5.9
2019-09-22,Expenses,Dessert,"Cake @Coffee Bean & Tea Leaf, JEM, Jurong East",-3.5
2019-09-22,Expenses,Groceries,"Milk @Fairprice Finest, Clementi Mall, Clementi",-5.2
2019-09-22,Expenses,Drinks,"Chocolate @Coffee Bean & Tea Leaf, JEM, Jurong East",-3.6
2019-09-22,Expenses,Food,"Mixed Rice @Food Republic, Westgate, Jurong East",-5.5
2019-09-21,Expenses,Food,"Hamburger @Mc. Donald's, Clementi",-3
2019-09-21,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-6.4
2019-09-20,Expenses,Drinks,"Milk Tea @Koi, Buona Vista",-2.5
2019-09-20,Expenses,Food,"Pizza @Pezzo, Star Vista, Buona Vista",-12.5
2019-09-20,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.6
2019-09-19,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.6
2019-09-19,Expenses,Food,"Mixed Rice @Food Clique, SIM, Clementi",-4.2
