Date,Income/Expenses,Category,Memo,Amount
2021-07-12,Expenses,Food,"Rapokki Set @Jinjja, Clementi Mall, Clementi",-9.2
2021-07-11,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-8
2021-07-10,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-8.5
2021-07-09,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-9.5
2021-07-08,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-10.5
2021-07-07,Expenses,Food,"Mc Crispy @Mc Donald's, Clementi",-11.4
2021-07-07,Expenses,Movies,"Black Widow @Golden Village, JEM, Jurong East",-9.3
2021-07-07,Expenses,Food,"Indonesian Food @D'Penyetz, JEM, Jurong East",-15
2021-07-06,Expenses,Food,"Wonton Mee @Eng's Wonton Mee, Clementi Mall, Clementi",-9.2
2021-07-06,Expenses,Drinks,"Bubble Tea @Liho, Clementi Mall, Clementi",-2.4
2021-07-06,Expenses,Food,"Rapokki Set @Jinjja, Clementi Mall, Clementi",-9.6
2021-07-04,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-9.5
2021-07-03,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-8.6
2021-07-03,Income,Cash Withdrawal,,300
2021-07-02,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-8.5
2021-07-01,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-8
2021-07-01,Income,Balance from Previous Month,June's Balance,46
2021-06-30,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-8.5
2021-06-29,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-8.6
2021-06-28,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-9
2021-06-27,Expenses,Food,"Double Mc Spicy @Mc Donald's, Suntec City, Promenade",-8.2
2021-06-27,Expenses,Drinks,"Milk Green Tea @Gong Cha, Marina Square, Esplanade",-2.3
2021-06-27,Expenses,Food,"Wonton Mee @Eng's Wonton Mee, Clementi Mall, Clementi",-7.7
2021-06-26,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-8.6
2021-06-25,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-8
2021-06-24,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-8.5
2021-06-23,Expenses,Drinks,"Bubble Milk Tea @Gong Cha, Westgate, Jurong East",-1.8
2021-06-23,Expenses,Food,"Sushi @Genki Sushi, Westgate, Jurong East",-13
2021-06-23,Expenses,Gift,,-15.9
2021-06-23,Expenses,Food,"Rapokki @Jinjja, Clementi Mall, Clementi",-9.2
2021-06-22,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-8
2021-06-21,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-8.2
2021-06-20,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-8.6
2021-06-19,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-8.6
2021-06-18,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-8.5
2021-06-17,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-8.1
2021-06-16,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-8.2
2021-06-15,Expenses,Gift,,-4.5
2021-06-15,Expenses,Drinks,"Green Tea with Moose @Chi Cha San Chen, JEM, Jurong East",-2.6
2021-06-15,Expenses,Food,"Double Mc Spicy @Mc Donald's, SIM, Clementi",-10.3
2021-06-15,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-4.8
2021-06-14,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-8.2
2021-06-13,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-8.6
2021-06-12,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-8
2021-06-11,Expenses,Health,"Optrex @Fairprice Finest, Clementi Mall, Clementi",-6.3
2021-06-11,Expenses,Food,"Double Mc Spicy @Mc Donald's, Clementi",-14
2021-06-11,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-4.3
2021-06-10,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-7.2
2021-06-10,Expenses,Gift,,-12.5
2021-06-09,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-7.2
2021-06-08,Income,Cash Withdrawal,,300
2021-06-08,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-8.5
2021-06-07,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-9.7
2021-06-06,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-9
2021-06-05,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-10
2021-06-04,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-8.6
2021-06-03,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-12
2021-06-02,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-9
2021-06-01,Expenses,Body Care,"Darlie Tooth Paste @Fairprice Finest, Clementi Mall, Clementi",-3.5
2021-06-01,Expenses,Food,"Double Mc Spicy @Mc Donald's, Clementi",-10
2021-06-01,Expenses,Movies,"Cruella @We Cinema, 321 Clementi, Clementi",-7
2021-06-01,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-4.3
2021-06-01,Income,Balance from Previous Month,May's Balance,103.6
2021-05-30,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-8.6
2021-05-29,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-10.2
2021-05-28,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-9
2021-05-27,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-9.5
2021-05-26,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-9
2021-05-25,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-8.5
2021-05-24,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-8
2021-05-23,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-9.1
2021-05-22,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-9.5
2021-05-21,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-8.6
2021-05-20,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-10
2021-05-19,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-9.5
2021-05-18,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-9
2021-05-17,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-9
2021-05-16,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-9
2021-05-15,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-4.3
2021-05-15,Expenses,Dessert,"Pancake @Fluff Stack, Westgate, Jurong East",-9.3
2021-05-15,Expenses,Food,"Ramen @Ajisen Ramen, IMM, Jurong East",-19.7
2021-05-14,Expenses,Groceries,"Shin Ramyun @Fairprice Finest, Clementi Mall, Clementi",-5.2
2021-05-14,Expenses,Food,"Double Mc Spicy @Mc Donald's, Clementi",-10.1
2021-05-14,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-5.3
2021-05-13,Income,Cash Withdrawal,,300
2021-05-13,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-7.6
2021-05-12,Expenses,Food,"Pasta + Pizza @Pizza Hut, Beauty World",-20
2021-05-12,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-4.3
2021-05-11,Expenses,Food,"Mixed Rice @Food Fest, SIM, Clementi",-5.3
2021-05-11,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-4.6
2021-05-10,Expenses,Food,"Mixed Rice @Food Fest, SIM, Clementi",-5
2021-05-10,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-3.8
2021-05-09,Expenses,Food,"Sushi @Genki Sushi, Suntec City, Promenade",-21.4
2021-05-09,Expenses,Food,"Chicken Bap @Jinjja, Clementi Mall, Clementi",-10.7
2021-05-08,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-7.6
2021-05-07,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-4.6
2021-05-07,Expenses,Food,"Chicken Cheesy Burger @Mc Donald's, Clementi",-12.3
2021-05-06,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-8
2021-05-05,Expenses,Food,"Chicken Bulgogi @Subway, SIM, Clementi",-11
2021-05-05,Expenses,Food,"Taiwanese Food @Food Clique, SIM, Clementi",-5.7
2021-05-04,Expenses,Food,"Korean Food @Hao Jun Korea, Clementi Mall, Clementi",-6.8
2021-05-04,Expenses,Food,"Mixed Rice @Hein Hoe, Yishun",-3.8
2021-05-03,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-8
2021-05-02,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-8.6
2021-05-01,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-8
2021-05-01,Income,Balance from Previous Month,April's Balance,161.1
2021-04-30,Expenses,Food,"Ramen @Hajun Korean, Clementi Mall, Clementi",-5.5
2021-04-30,Expenses,Food,"Bulgogi Chicken @Subway, SIM, Clementi",-11
2021-04-30,Expenses,Haircut,"Haircut @K-Cuts, Clementi Mall, Clementi",-10
2021-04-29,Expenses,Food,"Mixed Rice @Food Fest, SIM, Clementi",-4.7
2021-04-29,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-3.6
2021-04-28,Expenses,Transportation,Top Up Ezlink Card,-50
2021-04-28,Expenses,Food,"Nasi Lemak @Crave, Clementi Mall, Clementi",-7.5
2021-04-28,Expenses,Food,"Taiwanese Food @Food Clique, SIM, Clementi",-5.7
2021-04-27,Expenses,Food,"Mixed Rice @Food Fest, SIM, Clementi",-3.6
2021-04-27,Expenses,Food,"Taiwanese Food @Food Clique, SIM, Clementi",-5.7
2021-04-27,Income,Cash Withdrawal,,300
2021-04-26,Expenses,Food,"Chicken Shroom Poloni @Subway, SIM, Clementi",-5.9
2021-04-26,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-3.8
2021-04-25,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-7.7
2021-04-24,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-7.6
2021-04-23,Expenses,Food,"Pizza @Pizza Hut, Beauty World",-10.3
2021-04-23,Expenses,Gift,,-17.9
2021-04-23,Expenses,Food,"Taiwanese Food @Food Clique, SIM, Clementi",-5.7
2021-04-22,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-4.5
2021-04-21,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-3.8
2021-04-21,Expenses,Food,"Double Mc Spicy @Mc Donald's, Clementi",-9
2021-04-20,Expenses,Food,"Burrito @Guzman Y Gomez, Star Vista, Buona Vista",-14.6
2021-04-20,Expenses,Food,"Taiwanese Food @Food Clique, SIM, Clementi",-5.7
2021-04-19,Expenses,Food,"Mixed Rice @Food Fest, SIM, Clementi",-3.6
2021-04-19,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-3.8
2021-04-18,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-9.6
2021-04-17,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-8.8
2021-04-16,Expenses,Food,"Pizza @Pizza Hut, Beauty World",-8
2021-04-16,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-3.3
2021-04-15,Expenses,Food,"Sushi @Genki Sushi, Plaza Singapura, Dhoby Ghaut",-16.5
2021-04-15,Expenses,Drinks,"Bubble Tea @Chi Cha San Chen, 313 Somerset, Somerset",-2.2
2021-04-15,Expenses,Food,"Western Food @Marché Mövenpick, 313 Somerset, Somerset",-26
2021-04-14,Expenses,Food,"Chicken Set 1 @Jinjja, Clementi Mall, Clementi",-13.5
2021-04-14,Expenses,Food,"Taiwanese Food @Food Clique, SIM, Clementi",-5.7
2021-04-13,Expenses,Food,"Chicken Shroom Poloni @Subway, SIM, Clementi",-5.9
2021-04-13,Expenses,Food,"Taiwanese Food @Food Clique, SIM, Clementi",-5.7
2021-04-12,Expenses,Food,"Mixed Rice @Food Fest, SIM, Clementi",-5.5
2021-04-12,Expenses,Food,"Taiwanese Food @Food Clique, SIM, Clementi",-5.7
2021-04-11,Expenses,Food,"Double Mc Spicy @Mc Donald's, Clementi",-11
2021-04-11,Expenses,Body Care,"Vågsjön Towel @IKEA Alexandra, Queenstown",-5.9
2021-04-11,Expenses,Food,"Swedish Meatball + Pasta + Cake @IKEA Café, IKEA Alexandra, Queenstown",-12.8
2021-04-10,Expenses,Body Care,"Dove Shampoo @Grindelwald, Sunset Way, Clementi",-8.7
2021-04-10,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-7.2
2021-04-09,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-7.6
2021-04-08,Expenses,Food,"Mixed Rice @Food Fest, SIM, Clementi",-10.3
2021-04-07,Expenses,Food,"Mixed Rice @Food Fest, SIM, Clementi",-7.9
2021-04-06,Expenses,Food,"Mixed Rice @Food Fest, SIM, Clementi",-4.8
2021-04-06,Expenses,Food,"Taiwanese Food @Food Clique, SIM, Clementi",-5.7
2021-04-05,Expenses,Food,"Chicken Shroom Poloni @Subway, SIM, Clementi",-5.9
2021-04-05,Expenses,Gift,,-10
2021-04-05,Expenses,Food,"Mixed Rice @Food Fest, SIM, Clementi",-4.5
2021-04-04,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-9.7
2021-04-03,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-8.2
2021-04-02,Expenses,Food,"Double Mc Spicy @Mc Donald's, Clementi",-10
2021-04-02,Expenses,Dessert,"Frozen Yogurt @Llao Llao, Wisma Atria, Orchard",-3
2021-04-02,Expenses,Food,"Rapokki Set @Jinjja, Clementi Mall, Clementi",-9.2
2021-04-01,Expenses,Food,"Chicken Shroom Poloni @Subway, SIM, Clementi",-5.9
2021-04-01,Expenses,Food,"Mixed Rice @Food Fest, SIM, Clementi",-4.5
2021-04-01,Expenses,Home,AC Service Charge,-30
2021-04-01,Expenses,Telephone,Top Up Singtel Card,-10
2021-04-01,Income,Balance from Previous Month,March's Balance,381.5
2021-03-31,Income,Cash Withdrawal,,300
2021-03-31,Expenses,Food,"Mixed Rice @Food Fest, SIM, Clementi",-8.7
2021-03-30,Expenses,Food,"Mc Muffin @Mc Donald's, Clementi",-8.6
2021-03-30,Expenses,Food,"Mixed Rice @Food Fest, SIM, Clementi",-4.1
2021-03-29,Expenses,Food,"Chicken Shroom Poloni @Subway, SIM, Clementi",-5.9
2021-03-29,Expenses,Food,"Mixed Rice @Food Fest, SIM, Clementi",-4.5
2021-03-28,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-8.6
2021-03-27,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-8.7
2021-03-26,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-3.7
2021-03-26,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-5.3
2021-03-25,Expenses,Food,"Double Mc Spicy @Mc Donald's, Clementi",-8.6
2021-03-25,Expenses,Food,"Mixed Rice @Food Fest, SIM, Clementi",-4.3
2021-03-24,Expenses,Food,"Mixed Rice @Food Fest, SIM, Clementi",-10
2021-03-23,Expenses,Food,"Chicken Shroom Poloni @Subway, SIM, Clementi",-5.9
2021-03-23,Expenses,Food,"Mixed Rice @Food Fest, SIM, Clementi",-3.8
2021-03-22,Expenses,Transportation,Top Up Ezlink Card,-50
2021-03-22,Expenses,Food,"Mixed Rice @Food Fest, SIM, Clementi",-4.2
2021-03-22,Expenses,Food,"Korean Food @Haokun Korea, Clementi Mall, Clementi",-6.8
2021-03-21,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-8.5
2021-03-21,Expenses,Drinks,"Bubble Tea @Koi, Clementi",-2.6
2021-03-20,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-9.2
2021-03-19,Expenses,Food,"Chicken Schroom Poloni @Subway, SIM, Clementi",-5.9
2021-03-19,Expenses,Food,"Taiwanese Food @Food Clique, SIM, Clementi",-5.7
2021-03-19,Expenses,Shopping,"Glasses @Owndays, Clementi Mall, Clementi",-188
2021-03-19,Income,Cash Withdrawal,,300
2021-03-18,Expenses,Food,"Rapokki @Jinjja, Clementi Mall, Clementi",-7.6
2021-03-18,Expenses,Food,"Mixed Rice @Food Fest, SIM, Clementi",-3.1
2021-03-17,Expenses,Food,"Mixed Rice @Food Fest, SIM, Clementi",-9.1
2021-03-16,Expenses,Food,"Mixed Rice @Food Fest, SIM, Clementi",-9
2021-03-15,Expenses,Food,"Chicken Bap @Jinjja, Clementi Mall, Clementi",-9.9
2021-03-15,Expenses,Entertainment,"Dog Cafe Entry Pass @We the Furballs, Bugis+, Bugis",-17
2021-03-15,Expenses,Food,"Chicken @Wingstop, Suntec City, Esplanade",-14.2
2021-03-14,Expenses,Food,"Double Mc Spicy @Mc Donald's, Clementi",-8
2021-03-14,Expenses,Home,"Cushion @Muji, JEM, Jurong East",-34.5
2021-03-14,Expenses,Dessert,"Soufflé Pancake @Fluff Stack, Westgate, Jurong East",-9.3
2021-03-14,Expenses,Food,"Sushi @Genki Sushi, Westgate, Jurong East",-15
2021-03-13,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-8
2021-03-12,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-8.6
2021-03-11,Expenses,Food,"Mixed Rice @Food Fest, SIM, Clementi",-8.8
2021-03-10,Expenses,Food,"Mc Griddle Stack@Mc Donald's, Clementi Mall, Clementi",-8.2
2021-03-10,Expenses,Food,"Chicken Shroom Poloni @Subway, SIM, Clementi",-5.9
2021-03-09,Expenses,Food,"Mixed Rice @Food Fest, SIM, Clementi",-8.1
2021-03-08,Expenses,Food,"Mixed Rice @Food Fest, Clementi",-8.4
2021-03-07,Expenses,Food,"Mc Griddle Stack @Mc Donald's, Clementi",-8.7
2021-03-07,Expenses,Dessert,"Yogurt @Yolé, Westgate, Jurong East",-3
2021-03-07,Expenses,Food,"KoreanFood @Haokun Korea, Clementi Mall, Clementi",-6.5
2021-03-06,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-7.7
2021-03-05,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-7.6
2021-03-04,Expenses,Food,"Mixed Rice @Food Fest, SIM, Clementi",-4
2021-03-04,Expenses,Food,"Mixed Rice @Food Fest, SIM, Clementi",-6.6
2021-03-03,Expenses,Food,"Mixed Rice @Food Fest, SIM, Clementi",-4.3
2021-03-03,Expenses,Food,"Mixed Rice @Food Fest, SIM, Clementi",-4.8
2021-03-02,Expenses,Food,"Mixed Rice @Food Fest, SIM, Clementi",-6
2021-03-02,Expenses,Food,"Ayam Bakar @Boleh Boleh, Clementi Mall, Clementi",-5.5
2021-03-02,Expenses,Dessert,"Mudpie Mc Flurry @Mc Donald's, Clementi",-3.2
2021-03-01,Expenses,Food,"Cheese Beef Steak @Subway, SIM, Clementi",-13.9
2021-03-01,Expenses,Food,"Mixed Rice @Boleh Boleh, Clementi Mall, Clementi",-4.5
2021-03-01,Income,Balance from Previous Month,February's Balance,432.1
2021-02-28,Expenses,Dessert,"Watermelon Sago @Ah Chew Dessert, Bugis",-3.8
2021-02-28,Expenses,Food,"Salted Egg Mini Wok @Taste Good, Sim Lim Square, Rochor",-7.4
2021-02-28,Expenses,Telephone,Top Up Singtel Card,-10
2021-02-28,Expenses,Food,"Double Mc Spicy @Mc Donald's, Clementi",-9.6
2021-02-27,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-7.6
2021-02-26,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-8.6
2021-02-25,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-8.6
2021-02-24,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-8.6
2021-02-23,Expenses,Dessert,"Mc Flurry @Mc Donald's, Clementi",-1.6
2021-02-23,Expenses,Food,"Double Mc Spicy @Mc Donald's, Clementi",-8
2021-02-23,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-3.3
2021-02-22,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-8.6
2021-02-22,Income,Cash Withdrawal,,300
2021-02-21,Expenses,Gift,,-6
2021-02-21,Expenses,Drinks,"Coffee Latte @Don Donki, JEM, Jurong East",-2.5
2021-02-21,Expenses,Food,"Tendergrill Chicken @Burger King, JEM, Jurong East",-8.5
2021-02-21,Expenses,Dessert,"Yogurt @Yole, Westgate, Jurong East",-3.5
2021-02-21,Expenses,Food,"Chicken Bap @Jinjja, Clementi Mall, Clementi",-10.7
2021-02-20,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-7.6
2021-02-19,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-9
2021-02-18,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-8.6
2021-02-17,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-11.7
2021-02-16,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-8
2021-02-15,Expenses,Food,"Sushi @Genki Sushi, Suntec City, Esplanade",-16.3
2021-02-15,Expenses,Dessert,"Yogurt @Llao Llao, Suntec City, Esplanade",-3
2021-02-15,Expenses,Entertainment,"When Art Meets Science Entry Pass @Arts & Science Museum, Bayfront",-14
2021-02-15,Expenses,Gift,,-13.2
2021-02-15,Expenses,Food,"Rapokki Set @Jinjja, Clementi Mall, Clementi",-11
2021-02-14,Expenses,Gift,,-29.9
2021-02-14,Expenses,Food,"Cheese Chicken Breast Burger @Nando's, Star Vista, Buona Vista",-21.7
2021-02-13,Expenses,Food,"Nasi Goreng @Springleaf Prata, Sunset Way, Clementi",-5
2021-02-12,Expenses,Food,"Chicken Burger @A&W, Jurong Point, Boon Lay",-9.5
2021-02-12,Income,Others,,80
2021-02-12,Expenses,Food,"Mc Donald's Breakfast @Mc Donald's, Clementi",-9.5
2021-02-11,Expenses,Food,"Nasi Briyani @Rose Merah, Lei Yuen Delight, Clementi",-5.5
2021-02-11,Expenses,Food,"Double Chicken Prosperity Burger @Mc Donald's, Clementi",-10.5
2021-02-11,Expenses,Gift,,-20
2021-02-10,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-9.6
2021-02-10,Income,Cash Withdrawal,,300
2021-02-09,Expenses,Transportation,Top Up Ezlink Card,-50
2021-02-09,Expenses,Drinks,"Ginger Lemon @SF Juice, Clementi Mall, Clementi",-1.2
2021-02-09,Expenses,Food,"Chicken Bap @Jinjja, Clementi Mall, Clementi",-10.7
2021-02-08,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-8
2021-02-07,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-8
2021-02-06,Expenses,Food,"Chicken Teriyaki Wrap @Subway, West Mall, Bukit Batok",-6.6
2021-02-06,Expenses,Gift,,-9
2021-02-06,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-3.8
2021-02-05,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-3.8
2021-02-05,Expenses,Food,"Spaghetti @D'Good Café, Holland Village",-68.9
2021-02-04,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-8.1
2021-02-03,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-7.6
2021-02-02,Expenses,Food,"Salmon Katsu @Haokun Korea, Clementi Mall, Clementi",-6.8
2021-02-02,Expenses,Food,"Chicken Prosperity Burger @Mc Donald's, Clementi",-8
2021-02-01,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-7.6
2021-02-01,Income,Balance from Previous Month,January's Balance,300.7
2021-01-31,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-9
2021-01-30,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-10
2021-01-30,Income,Cash Withdrawal,,300
2021-01-29,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-8
2021-01-28,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-7.6
2021-01-27,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-8
2021-01-26,Expenses,Clothing,"Flannel + White T-Shirt @Uniqlo, JEM, Jurong East",-29.9
2021-01-26,Expenses,Food,"Pizza @Pizza Hut, Star Vista, Buona Vista",-6.9
2021-01-26,Expenses,Drinks,"Bubble Tea @Koi, Buona Vista",-2.7
2021-01-26,Expenses,Food,"Double Mc Spicy @Mc Donald's, Clementi",-8
2021-01-25,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-9.5
2021-01-24,Expenses,Electronics,"Storage Bag for Electronics @Challenger, Jurong Point, Boon Lay",-26.9
2021-01-24,Expenses,Food,"Chicken @Wingstop, Jurong Point, Boon Lay",-9
2021-01-24,Expenses,Drinks,"Green Milk Tea @Tuk Tuk Cha, Jurong Point, Boon Lay",-1.8
2021-01-24,Expenses,Drinks,"Lime Juice @Boleh!, Clementi Mall, Clementi",-0.8
2021-01-24,Expenses,Food,"Satay @Boleh!, Clementi Mall, Clementi",-2.5
2021-01-24,Expenses,Food,"Carrot Cake @Boleh!, Clementi Mall, Clementi",-2
2021-01-24,Expenses,Food,"Kwetiaw @Boleh!, Clementi Mall, Clementi",-3
2021-01-23,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-8.2
2021-01-22,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-7.8
2021-01-21,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-9.1
