Date,Income/Expenses,Category,Memo,Amount
2022-07-19,Expenses,Clothing,"Airism Polo Shirt @Uniqlo, Clementi Mall, Clementi",-29.9
2022-07-19,Expenses,Food,Mixed Rice @Tanjong Pagar,-5.5
2022-07-19,Expenses,Telephone,Top Up Singtel Card,-10
2022-07-19,Expenses,Body Care,"Dove Soap @Fairprice Finest, Clementi Mall, Clementi",-15.5
2022-07-19,Expenses,Food,"Double Mc Spicy @Mc Donald's, Clementi",-10.6
2022-07-18,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-5.6
2022-07-18,Expenses,Food,Mixed Rice @Tanjong Pagar,-6
2022-07-17,Expenses,Food,"Pizza @Pizza Hut, West Coast, Clementi",-9.3
2022-07-17,Expenses,Food,"Breakfast Wrap @Mc Donald's, Clementi Mall, Clementi",-7.8
2022-07-16,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-8.6
2022-07-15,Expenses,Food,"Sushi @Sushiro, Bedok Mall, Bedok",-14
2022-07-15,Expenses,Food,Nasi Lemak @Tanjong Pagar,-6.5
2022-07-14,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-4.8
2022-07-14,Expenses,Food,Mixed Rice @Tanjong Pagar,-6.5
2022-07-13,Expenses,Dessert,"Shark Attack Double @Shake Shack, Orchard",-4.8
2022-07-13,Expenses,Food,Mixed Rice @Tanjong Pagar,-6
2022-07-13,Expenses,Food,"Bacon Burger @Five Guys, ION, Orchard",-15
2022-07-12,Expenses,Food,Mixed Rice @Tanjong Pagar,-6
2022-07-12,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-5.8
2022-07-11,Expenses,Food,"Waffle @Madlygood, Clementi Mall, Clementi",-15
2022-07-11,Expenses,Drinks,"Hazelnut Milk Tea @Koi, Clementi Mall, Clementi",-2.9
2022-07-11,Expenses,Food,"Baked Pasta @Collin's, Clementi",-13.4
2022-07-10,Expenses,Food,"Chicken Wings @Wingstop, Vivocity, Harbourfront",-13.6
2022-07-10,Expenses,Drinks,"Coconut Shake @Mr Coconut, Sentosa Island, Harbourfront",-2.2
2022-07-10,Expenses,Drinks,"Pure Dark Chocolate @Coffee Bean & Tea Leaf, Sentosa Island, Harbourfront",-4.9
2022-07-10,Expenses,Food,"Rabokki @Jinjja, Bugis+, Bugis",-10.9
2022-07-09,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-10.3
2022-07-08,Expenses,Food,Mixed Rice @Tanjong Pagar,-6.5
2022-07-08,Expenses,Movies,"Thor: Love & Thunder @Cathay Cineplex, JEM, Jurong East",-9.8
2022-07-08,Expenses,Food,"Indonesian Food @D'Penyetz, JEM, Jurong East",-12.3
2022-07-07,Income,Cash Withdrawal,,300
2022-07-07,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-4.4
2022-07-07,Expenses,Food,Mixed Rice @Tanjong Pagar,-6.5
2022-07-06,Expenses,Transportation,Top Up Ezlink Card,-50
2022-07-06,Expenses,Food,Mixed Rice @Tanjong Pagar,-6.5
2022-07-06,Expenses,Food,"Sushi @Sushiro, Bedok Mall, Bedok",-18.4
2022-07-05,Expenses,Food,Mixed Rice @Tanjong Pagar,-6.5
2022-07-05,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-3.6
2022-07-04,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-4.3
2022-07-04,Expenses,Food,Mixed Rice @Tanjong Pagar,-6.5
2022-07-03,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-5.8
2022-07-03,Expenses,Entertainment,Top Up Steam Wallet,-30
2022-07-03,Expenses,Food,"Steak @Collin's, Clementi",-13.9
2022-07-02,Expenses,Food,"Hamburger @Shake Shack, Suntec City, Promenade",-18.1
2022-07-02,Expenses,Food,"Mc Griddles @Mc Donald's, Clementi",-8.7
2022-07-01,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-5
2022-07-01,Expenses,Food,Mixed Rice @Tanjong Pagar,-6.5
2022-07-01,Income,Balance from Previous Month,June's Balance,200
2022-06-30,Expenses,Drinks,"Mango Cheezo @Heytea, Orchard Central, Orchard",-4.2
2022-06-30,Expenses,Food,"Indonesian Food @Bebek Goreng Pak Ndut, Lucky Plaza, Orchard",-13.9
2022-06-30,Expenses,Food,Mixed Rice @Tanjong Pagar,-6.5
2022-06-29,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-3.6
2022-06-29,Expenses,Food,Mixed Rice @Tanjong Pagar,-5.5
2022-06-28,Expenses,Food,"Double Mc Spicy @Mc Donald's, Clementi Mall, Clementi",-14.4
2022-06-28,Expenses,Food,Mixed Rice @Tanjong Pagar,-6.5
2022-06-27,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-4
2022-06-27,Expenses,Food,Mixed Rice @Tanjong Pagar,-6.5
2022-06-27,Expenses,Body Care,"Soap @Fairprice Finest, Clementi Mall, Clementi",-7.2
2022-06-27,Income,Cash Withdrawal,,100
2022-06-27,Expenses,Groceries,"Breakfast @Fairprice Finest, Clementi Mall, Clementi",-40
2022-06-26,Expenses,Food,"Breakfast Wrap @Mc Donald's, Clementi Mall, Clementi",-7.2
2022-06-26,Expenses,Food,"Pizza @Pizza Hut, West Coast Plaza, Clementi",-10.8
2022-06-25,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-9.3
2022-06-24,Expenses,Food,Mixed Rice @Tanjong Pagar,-6.5
2022-06-24,Expenses,Snacks,"Snacks @Old Chang Kee, Funan, Raffles Place",-3.7
2022-06-24,Expenses,Food,"Mala @Gong Yuan Ma La Tang, Funan, Raffles Place",-13.3
2022-06-23,Expenses,Repair,"Watch Repair @Swiss SAV, Ranglin Shopping Center, Orchard",-32
2022-06-23,Expenses,Drinks,"Strawberry Cheezo @Heytea, Orchard Central, Orchard",-4.1
2022-06-23,Expenses,Food,"Ramen @Ramen Nagi, ION Orchard, Orchard",-17.5
2022-06-23,Expenses,Food,Mixed Rice @Tanjong Pagar,-6.5
2022-06-22,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-4.2
2022-06-21,Expenses,Food,Mixed Rice @Tanjong Pagar,-6.5
2022-06-21,Expenses,Transportation,Top Up Ezlink Card,-50
2022-06-21,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-4.2
2022-06-20,Expenses,Food,"Burger @Five Guys, ION Orchard, Orchard",-24.5
2022-06-20,Income,Cash Withdrawal,,300
2022-06-20,Expenses,Food,Mixed Rice @Tanjong Pagar,-7
2022-06-19,Expenses,Food,"Rabokki Set @Jinjja, Clementi Mall, Clementi",-14.2
2022-06-19,Expenses,Food,"Breakfast @Toast Box, Clementi Mall, Clementi",-7.1
2022-06-18,Expenses,Food,"Burger + Shark Attack Single @Shake Shack, Orchard",-21.4
2022-06-18,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-4.9
2022-06-18,Expenses,Repair,"Shoes Fix @MasterFix, ION Orchard, Orchard",-15
2022-06-17,Expenses,Food,Mixed Rice @Tanjong Pagar,-6.5
2022-06-17,Expenses,Food,"Sushi @Genki Sushi, Takashimaya, Orchard",-14.3
2022-06-16,Expenses,Food,"Burrito Bowl @Muchachos, Tanjong Pagar",-14
2022-06-16,Expenses,Food,Mixed Rice @Tanjong Pagar,-6.5
2022-06-15,Expenses,Drinks,"Mango Cheezo @Heytea, Orchard Central, Somerset",-4.2
2022-06-15,Expenses,Food,"Western Food @Marché Mövenpick, 313 Somerset, Somerset",-29.1
2022-06-15,Expenses,Food,Mixed Rice @Tanjong Pagar,-6.5
2022-06-14,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-4.8
2022-06-14,Expenses,Food,Mixed Rice @Tanjong Pagar,-6.5
2022-06-13,Expenses,Food,Mixed Rice @Tanjong Pagar,-6.5
2022-06-13,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-5
2022-06-12,Expenses,Clothing,"Jeans @Uniqlo, Vivo City, Harbourfront",-60
2022-06-12,Expenses,Food,"Ramen @Ippudo, Marina Bay Sands, Bayfront",-30
2022-06-12,Expenses,Food,"Rapokki Set @Jinjja, Clementi Mall, Clementi",-9.8
2022-06-11,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-8.8
2022-06-10,Expenses,Food,"Double Mc Spicy @Mc Donald's, Suntec City, Promenade",-11.5
2022-06-10,Expenses,Food,Mixed Rice @Tanjong Pagar,-6.5
2022-06-09,Expenses,Food,Mixed Rice @Tanjong Pagar,-6.5
2022-06-09,Expenses,Telephone,Top Up Singtel Card,-10
2022-06-09,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-4.3
2022-06-08,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-6
2022-06-08,Expenses,Food,Mixed Rice @Tanjong Pagar,-6
2022-06-07,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-3.8
2022-06-07,Expenses,Food,Mixed Rice @Tanjong Pagar,-6
2022-06-06,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-5.3
2022-06-06,Expenses,Food,Mixed Rice @Tanjong Pagar,-5.5
2022-06-05,Expenses,Drinks,"Milk Tea @Koi, Clementi Mall, Clementi",-2.7
2022-06-05,Expenses,Food,"Korean Food @Ha Jun, Clementi Mall, Clementi",-6.8
2022-06-05,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-4.8
2022-06-04,Expenses,Food,"K-BBQ @I'm Kim, SOTA, Dhoby Ghaut",-63.3
2022-06-03,Expenses,Food,Mixed Rice @Tanjong Pagar,-6
2022-06-02,Expenses,Drinks,"Strawberry Cheezo @Heytea, Orchard Central, Orchard",-6.1
2022-06-02,Expenses,Food,"Sushi @Genki Sushi, Takashimaya, Orchard",-16.7
2022-06-02,Income,Cash Withdrawal,,300
2022-06-02,Expenses,Food,Mixed Rice @Tanjong Pagar,-5.5
2022-06-01,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-6
2022-06-01,Expenses,Food,Mixed Rice @Tanjong Pagar,-5.5
2022-06-01,Income,Balance from Previous Month,May's Balance,289.5
2022-05-31,Expenses,Drinks,"Green Milk Tea @Koi, Paya Lebar Quarter, Paya Lebar",-2.1
2022-05-31,Expenses,Food,"Donburi @Donburi King, Paya Lebar Quarter, Paya Lebar",-23.3
2022-05-31,Expenses,Food,Mixed Rice @Tanjong Pagar,-6
2022-05-30,Income,Cash Withdrawal,,100
2022-05-30,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-4.7
2022-05-30,Expenses,Food,Mixed Rice @Tanjong Pagar,-6
2022-05-29,Expenses,Drinks,"Chocolate Milk @Koi, Clementi Mall, Clementi",-6.9
2022-05-29,Expenses,Haircut,"Haircut @The Base, Clementi",-22
2022-05-29,Expenses,Food,"Fried Rice @Wok Hey, Clementi Mall, Clementi",-12.9
2022-05-29,Expenses,Food,"Rapokki Set @Jinjja, Clementi Mall, Clementi",-11.9
2022-05-28,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-9
2022-05-27,Expenses,Dessert,"Dessert @Ah Chew Dessert, Bugis",-7.5
2022-05-27,Expenses,Food,"Ramen @Ajisen, Bugis Junction, Bugis",-21.1
2022-05-27,Expenses,Food,Mixed Rice @Tanjong Pagar,-6
2022-05-26,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-4.8
2022-05-26,Expenses,Food,Mixed Rice @Tanjong Pagar,-6
2022-05-25,Expenses,Food,Mixed Rice @Tanjong Pagar,-5.5
2022-05-25,Expenses,Food,"Double Mc Spicy @Mc Donald's, Suntec City, Promenade",-11
2022-05-24,Expenses,Food,"Mixed Rice @Kopitiam, Vivo City, Harbourfront",-6.6
2022-05-24,Expenses,Food,Mixed Rice @Tanjong Pagar,-5.5
2022-05-23,Expenses,Food,"Mixed Rice @Food Republic, Westgate, Jurong East",-7.3
2022-05-23,Expenses,Food,Mixed Rice @Tanjong Pagar,-4.8
2022-05-22,Expenses,Food,"Breakfast @Yakun Kaya Toast, Clementi Mall, Clementi",-6
2022-05-22,Expenses,Food,"Rapokki Set @Jinjja, Clementi Mall, Clementi",-15
2022-05-21,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-8.6
2022-05-20,Expenses,Groceries,"Carman Muesli Bar @Fairprice Finest, 111 Somerset, Somerset",-36
2022-05-20,Expenses,Food,"Indonesian Food @Tambuah Mas, Paragon, Orchard",-34.5
2022-05-20,Expenses,Food,Mixed Rice @Tanjong Pagar,-6
2022-05-19,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-4.8
2022-05-19,Expenses,Food,Mixed Rice @Tanjong Pagar,-6
2022-05-18,Expenses,Telephone,Top Up Singtel Card,-10
2022-05-18,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-5.3
2022-05-18,Expenses,Food,Mixed Rice @Tanjong Pagar,-5.5
2022-05-17,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-4.8
2022-05-17,Expenses,Food,Mixed Rice @Tanjong Pagar,-6
2022-05-16,Expenses,Food,"Breakfast Set @Mc Donald's, Clementi",-8
2022-05-16,Expenses,Food,"Dimsum @Kimly Dimsum, Clementi",-11.2
2022-05-15,Expenses,Drinks,"Lemon Tea + Barley @Food Republic, Vivo City, Harbourfront",-3.2
2022-05-15,Expenses,Drinks,"Pocari Sweat @Fairprice Xtra, Vivo City, Harbourfront",-1
2022-05-15,Income,Cash Withdrawal,,300
2022-05-15,Expenses,Transportation,Top Up Ezlink Card,-50
2022-05-15,Expenses,Drinks,"Soya Milk @Candilicious, Sentosa Island, Harbourfront",-1.2
2022-05-15,Expenses,Food,"Fish and Chips @Fish & Co, Vivo City, Harbourfront",-24.7
2022-05-15,Expenses,Food,"Western Food @Swensen's, Clementi Mall, Clementi",-17.4
2022-05-14,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-8.6
2022-05-13,Expenses,Food,Mixed Rice @Tanjong Pagar,-6
2022-05-13,Expenses,Dessert,"Strawberry Cheezo + Mini Bobo Ice Cream @Heytea, Orchard Central, Somerset",-12.2
2022-05-13,Expenses,Food,"Sushi @Genki Sushi, Takashimaya, Orchard",-12.5
2022-05-13,Expenses,Snacks,"Donut @Krispe Kreme, Wisma Atria, Orchard",-5.4
2022-05-12,Expenses,Food,Mixed Rice @Tanjong Pagar,-6
2022-05-12,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-5
2022-05-11,Expenses,Food,Mixed Rice @Tanjong Pagar,-6
2022-05-11,Expenses,Food,"Double Mc Spicy @Mc Donald's, Clementi",-10.8
2022-05-10,Expenses,Home,"Nattjasmin Bolster Case @IKEA, JEM, Jurong East",-19.8
2022-05-10,Expenses,Groceries,"Carman's @Fairprice Xtra, JEM, Jurong East",-8
2022-05-10,Expenses,Food,Mixed Rice @Tanjong Pagar,-6
2022-05-10,Expenses,Food,"Steak @I-Steak, JEM, Jurong East",-18
2022-05-09,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-6
2022-05-09,Expenses,Food,Mixed Rice @Tanjong Pagar,-6
2022-05-09,Income,Cash Withdrawal,,300
2022-05-08,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-8.2
2022-05-07,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-9.6
2022-05-06,Expenses,Food,Mixed Rice @Tanjong Pagar,-6
2022-05-06,Expenses,Food,"KBBQ @Mc Donald's, Clementi",-11.3
2022-05-05,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-5.4
2022-05-05,Expenses,Food,Mixed Rice @Tanjong Pagar,-6
2022-05-04,Expenses,Movies,"Dr. Strange in the Multiverse of Madness @The Cathay, Cathay Cineplex, Dhoby Ghaut",-11.3
2022-05-04,Expenses,Food,"Hamburg @Nana's Green Tea, Plaza Singapura, Dhoby Ghaut",-26.8
2022-05-04,Expenses,Food,Mixed Rice @Tanjong Pagar,-6
2022-05-03,Expenses,Food,"Nasi Lemak @Crave, Clementi Mall, Clementi",-11.2
2022-05-03,Expenses,Food,"Breakfast Set @Toast Box, Clementi Mall, Clementi",-9.6
2022-05-02,Expenses,Food,"Chicken @Shihlin Taiwan Street Snacks, IMM, Jurong East",-12.2
2022-05-02,Expenses,Food,"Breakfast Wrap @Mc Donald's, Clementi",-7.8
2022-05-01,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-7.3
2022-05-01,Income,Balance from Previous Month,April's Balance,320.6
2022-04-30,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-10
2022-04-29,Expenses,Gift,,-36.9
2022-04-29,Expenses,Food,Mixed Rice @Tanjong Pagar,-6
2022-04-28,Expenses,Drinks,"Milk Green Tea @Liho Tea, Guoco Tower, Tanjong Pagar",-2
2022-04-28,Expenses,Food,"Mexican Food @Muchachos, Tanjong Pagar",-14
2022-04-28,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-6
2022-04-27,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-5
2022-04-27,Expenses,Food,Mixed Rice @Tanjong Pagar,-6.5
2022-04-26,Expenses,Food,"Sushi @Genki Sushi, Takashimaya, Orchard",-17.9
2022-04-26,Expenses,Food,Mixed Rice @Tanjong Pagar,-6
2022-04-25,Expenses,Gift,,-30.9
2022-04-25,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-6.5
2022-04-25,Expenses,Food,Mixed Rice @Tanjong Pagar,-6
2022-04-24,Expenses,Food,"Rabokki Set @Jinjja, Clementi Mall, Clementi",-13.7
2022-04-24,Expenses,Food,"Breakfast Set @Toast Box, Clementi Mall, Clementi",-11.8
2022-04-23,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-8.2
2022-04-22,Expenses,Drinks,"Strawberry Cheezo + Mini Bobo Ice Cream @Heytea, Westgate, Jurong East",-6.1
2022-04-22,Expenses,Food,"Chinese Food @Din Tai Fung, JEM, Jurong East",-17
2022-04-21,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-5
2022-04-21,Expenses,Food,"Burrito Bowl @Muchachos, Tanjong Pagar",-12
2022-04-21,Income,Cash Withdrawal,,200
2022-04-20,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-6
2022-04-20,Expenses,Food,Mixed Rice @Tanjong Pagar,-6
2022-04-19,Expenses,Food,"Double Mc Spicy @Mc Donald's, Clementi",-7.4
2022-04-19,Expenses,Food,Mixed Rice @Tanjong Pagar,-6
2022-04-18,Expenses,Drinks,"Strawberry Cheezo + Mini Bobo Ice Cream @Heytea, Orchard Central, Somerset",-6.1
2022-04-18,Expenses,Food,"Western Food @Josh's Grill, 313 Somerset, Somerset",-18.1
2022-04-18,Expenses,Food,Mixed Rice @Tanjong Pagar,-6
2022-04-17,Expenses,Drinks,"Chocolate Milk + Green Tea @Liho Tea, Clementi Mall, Clementi",-2
2022-04-17,Expenses,Food,"Assorted Platter @Sushi Express, Clementi Mall, Clementi",-11
2022-04-17,Expenses,Telephone,Top Up Singtel Card,-10
2022-04-17,Expenses,Food,"Rapokki Set @Jinjja, Clementi Mall, Clementi",-10.6
2022-04-16,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-9.6
2022-04-15,Expenses,Food,"Nasi Lemak @Crave, Clementi Mall, Clementi",-12
2022-04-15,Expenses,Food,"Breakfast @Mc Donald's, Clementi Mall, Clementi",-8
2022-04-14,Expenses,Food,Mixed Rice @Tanjong Pagar,-6
2022-04-14,Expenses,Food,"Double Mc Spicy @Mc Donald's, Clementi",-10
2022-04-13,Expenses,Food,Mixed Rice @Tanjong Pagar,-6
2022-04-13,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-5.3
2022-04-12,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-6
2022-04-12,Expenses,Food,Mixed Rice @Tanjong Pagar,-5.5
2022-04-11,Expenses,Dessert,"Yogurt @Yolé, Westgate, Jurong East",-4
2022-04-11,Expenses,Food,"Sushi @Genki Sushi, Westgate, Jurong East",-17.6
2022-04-11,Expenses,Food,Mixed Rice @Tanjong Pagar,-6
2022-04-10,Expenses,Food,"Happy Sharing Box @Mc Donald's, Clementi",-12
2022-04-10,Expenses,Transportation,Grab from Clementi to Orchard,-11.8
2022-04-10,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-4.3
2022-04-09,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-9
2022-04-08,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-5.3
2022-04-08,Expenses,Food,Mixed Rice @Tanjong Pagar,-6
2022-04-07,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-8.6
2022-04-06,Expenses,Transportation,Grab from Tanah Merah to Orchard,-15.8
2022-04-06,Expenses,Food,"Spaghetti @Collin's, Terminal 3, Changi",-50
2022-04-06,Expenses,Food,"Western Food @Marché Mövenpick, 313 Somerset, Somerset",-18.5
2022-04-05,Expenses,Others,,-20
2022-04-04,Expenses,Transportation,Top Up Ezlink Card,-50
2022-04-03,Income,Cash Withdrawal,,300
2022-04-03,Expenses,Education,"Graduation Robe Rental @Serangoon Broadway, Boon Keng",-40
2022-04-02,Expenses,Food,"Steak @I-Steak, JEM, Jurong East",-51
2022-04-02,Income,Others,,400
2022-04-02,Expenses,Food,"Mixed Rice @Cook House, Novena",-6.5
2022-04-01,Expenses,Food,"Ramen @Aburi-En, Jewel, Changi",-51
2022-04-01,Expenses,Food,Mixed Rice @Tanjong Pagar,-6
2022-04-01,Income,Balance from Previous Month,March's Balance,199.1
2022-03-31,Expenses,Food,Mixed Rice @Tanjong Pagar,-6
2022-03-31,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-5.2
2022-03-30,Expenses,Food,Mixed Rice @Tanjong Pagar,-11.5
2022-03-29,Expenses,Food,Mixed Rice @Tanjong Pagar,-6
2022-03-29,Income,Cash Withdrawal,,100
2022-03-29,Expenses,Food,"Indonesian Food @Bebek Goreng Pak Ndut, Westgate, Jurong East",-11
2022-03-28,Expenses,Food,"Mc Spicy @Mc Donald's, Clementi",-7.9
2022-03-28,Expenses,Laundry,"Top Detergent @Fairprice Finest, Clementi Mall, Clementi",-7.5
2022-03-28,Expenses,Food,Mixed Rice @Tanjong Pagar,-6
2022-03-27,Expenses,Drinks,"Double Chocolate Milk @Koi, Clementi",-2.3
2022-03-27,Expenses,Food,"Dim Sum @Kimly Dim Sum, Clementi",-10.8
2022-03-26,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-7.9
2022-03-25,Expenses,Food,"Korean Chicken @Chir-Chir, JEM, Jurong East",-32.8
2022-03-25,Expenses,Food,Mixed Rice @Tanjong Pagar,-6
2022-03-24,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-5.7
2022-03-24,Expenses,Food,Mixed Rice @Tanjong Pagar,-6
2022-03-23,Expenses,Drinks,"Strawberry Cheezho @Heytea, Orchard Central, Somerset",-6.1
2022-03-23,Expenses,Food,"Western Food @Marché Mövenpick, 313 Somerset, Somerset",-27.7
2022-03-23,Expenses,Food,Mixed Rice @Tanjong Pagar,-6
2022-03-22,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-4.7
2022-03-22,Expenses,Food,"Ramen @Brothers Ramen, International Plaza, Tanjong Pagar",-14.9
2022-03-21,Expenses,Body Care,"Shampoo @Fairprice Finest, Clementi Mall, Clementi",-9.9
2022-03-21,Expenses,Food,"Mc Griddle @Mc Donald's, Clementi Mall, Clementi",-7.5
2022-03-21,Expenses,Food,Mixed Rice @Tanjong Pagar,-6
2022-03-20,Expenses,Food,"Rapokki Set @Jinjja, Clementi Mall, Clementi",-14.7
2022-03-20,Expenses,Food,"Breakfast Wrap @Mc Donald's, Clementi",-8.3
2022-03-19,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-8.7
2022-03-18,Expenses,Food,Mixed Rice @Tanjong Pagar,-6
2022-03-18,Expenses,Transportation,Top Up Ezlink Card,-50
2022-03-18,Expenses,Food,"Quesadilla @Guzman Y Gomez, Guoco Tower, Tanjong Pagar",-12.9
2022-03-17,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-4.7
2022-03-17,Expenses,Food,Mixed Rice @Tanjong Pagar,-6
2022-03-16,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-5.5
2022-03-16,Expenses,Food,Mixed Rice @Tanjong Pagar,-6.5
2022-03-16,Income,Cash Withdrawal,,300
2022-03-15,Expenses,Food,"Sushi @Genki Sushi, Takashimaya, Orchard",-17.3
2022-03-15,Expenses,Food,"Quesadilla @Muchachos, Tanjong Pagar",-12
2022-03-14,Expenses,Telephone,Top Up Singtel Card,-10
2022-03-14,Expenses,Food,Mixed Rice @Tanjong Pagar,-6
2022-03-14,Expenses,Food,"Double Mc Spicy @Mc Donald's, Clementi",-8.9
2022-03-13,Expenses,Food,"Western Food @Collin's, Clementi",-12.3
2022-03-13,Expenses,Drinks,"Chocolate Milk @Koi, Clementi",-2.2
2022-03-13,Expenses,Food,"Rapokki @Jinjja, Clementi Mall, Clementi",-10.3
2022-03-13,Expenses,Haircut,,-22
2022-03-12,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-9
2022-03-11,Expenses,Dessert,"Mc Flurry @Mc Donald's, Jurong East",-4.9
2022-03-11,Expenses,Food,"Indonesian Food @Food Republic, Westgate, Jurong East",-7.3
2022-03-11,Expenses,Food,Mixed Rice @Tanjong Pagar,-6
2022-03-10,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-3.7
2022-03-10,Expenses,Food,Mixed Rice @Tanjong Pagar,-6
2022-03-09,Expenses,Food,"Mixed Rice @Food Loft, Clementi",-5
2022-03-09,Expenses,Food,Mixed Rice @Tanjong Pagar,-6
2022-03-08,Expenses,Food,"Mexican Food @Muchachos, Tanjong Pagar",-17.3
2022-03-08,Expenses,Food,Mixed Rice @Tanjong Pagar,-6
2022-03-07,Expenses,Food,Mixed Rice @Tanjong Pagar,-6
2022-03-07,Expenses,Food,"Double Mc Spicy @Mc Donald's, Clementi",-10.4
